date,bay_of_bengal_wave_height_m,swell_height_m,windspeed_10m_max_kmh,precipitation_sum_mm,monsoon_active_flag,cyclone_disruption_index,unit_wave
2023-08-14,1.24,0.96,12.8,7.1,1,0.0,meters
2023-08-15,1.16,1.06,14.2,4.9,1,0.0,meters
2023-08-16,1.28,1.14,14.2,17.4,1,0.0,meters
2023-08-17,1.42,1.26,8.7,17.2,1,0.0,meters
2023-08-18,1.56,1.32,12.3,29.9,1,0.0,meters
2023-08-19,2.16,1.66,21.3,6.0,1,0.0,meters
2023-08-20,2.14,1.58,23.0,1.6,1,0.0,meters
2023-08-21,1.8,1.56,17.0,7.5,1,0.0,meters
2023-08-22,1.5,1.4,17.1,8.1,1,0.0,meters
2023-08-23,1.78,1.2,19.6,28.2,1,0.0,meters
2023-08-24,1.74,1.36,18.0,9.1,1,0.0,meters
2023-08-25,1.78,1.46,17.7,17.6,1,0.0,meters
2023-08-26,1.72,1.02,22.1,19.5,1,0.0,meters
2023-08-27,1.62,1.24,16.6,1.3,1,0.0,meters
2023-08-28,1.42,1.36,16.0,0.1,1,0.0,meters
2023-08-29,1.16,0.96,12.2,2.4,1,0.0,meters
2023-08-30,1.02,0.9,13.5,1.2,1,0.0,meters
2023-08-31,1.06,1.04,7.6,4.1,1,0.0,meters
2023-09-01,1.1,1.06,9.7,3.7,1,0.0,meters
2023-09-02,1.22,1.1,17.4,17.8,1,0.0,meters
2023-09-03,1.38,1.32,12.7,10.6,1,0.0,meters
2023-09-04,1.52,1.48,11.0,8.2,1,0.0,meters
2023-09-05,1.58,1.54,18.3,16.8,1,0.0,meters
2023-09-06,2.06,1.92,15.9,5.6,1,0.0,meters
2023-09-07,2.24,1.94,13.6,4.2,1,0.0,meters
2023-09-08,2.38,1.9,23.7,10.7,1,0.0,meters
2023-09-09,2.08,1.78,20.2,7.6,1,0.0,meters
2023-09-10,1.56,1.26,19.5,1.3,1,0.0,meters
2023-09-11,1.42,1.18,19.2,2.5,1,0.0,meters
2023-09-12,1.38,1.28,13.4,13.7,1,0.0,meters
2023-09-13,1.52,1.42,15.3,75.8,1,0.0,meters
2023-09-14,2.22,1.92,23.5,19.2,1,0.0,meters
2023-09-15,2.26,2.12,21.8,8.3,1,0.0,meters
2023-09-16,1.86,1.62,13.2,15.9,1,0.0,meters
2023-09-17,1.46,1.16,5.8,3.5,1,0.0,meters
2023-09-18,1.36,1.3,10.2,2.9,1,0.0,meters
2023-09-19,1.34,1.26,10.2,39.7,1,0.0,meters
2023-09-20,1.64,1.3,14.2,8.9,1,0.0,meters
2023-09-21,1.94,1.42,24.5,3.8,1,0.0,meters
2023-09-22,1.84,1.34,22.4,9.4,1,0.0,meters
2023-09-23,1.84,1.16,21.4,2.8,1,0.0,meters
2023-09-24,1.54,0.94,17.1,14.7,1,0.0,meters
2023-09-25,1.26,1.02,15.8,20.0,1,0.0,meters
2023-09-26,1.06,1.0,12.0,4.0,1,0.0,meters
2023-09-27,0.86,0.78,9.2,0.8,1,0.0,meters
2023-09-28,0.86,0.72,9.0,0.5,1,0.0,meters
2023-09-29,1.1,1.02,9.9,0.7,1,0.0,meters
2023-09-30,1.46,1.12,15.1,12.5,1,0.0,meters
2023-10-01,1.88,1.78,19.1,6.9,0,0.0,meters
2023-10-02,2.02,1.78,14.9,70.2,1,0.0,meters
2023-10-03,2.02,1.76,23.9,41.4,1,0.0,meters
2023-10-04,2.02,1.92,12.9,35.9,1,0.0,meters
2023-10-05,1.68,1.5,17.7,0.2,0,0.0,meters
2023-10-06,1.32,1.12,13.3,0.9,0,0.0,meters
2023-10-07,1.36,1.26,11.9,0.0,0,0.0,meters
2023-10-08,1.36,1.3,11.7,2.1,0,0.0,meters
2023-10-09,1.18,1.0,10.9,0.0,0,0.0,meters
2023-10-10,0.88,0.78,9.5,0.0,0,0.0,meters
2023-10-11,0.78,0.68,8.8,0.0,0,0.0,meters
2023-10-12,0.9,0.86,8.6,0.0,0,0.0,meters
2023-10-13,0.88,0.84,7.2,0.1,0,0.0,meters
2023-10-14,0.78,0.74,8.7,0.3,0,0.0,meters
2023-10-15,0.72,0.7,11.0,0.0,0,0.0,meters
2023-10-16,0.82,0.78,10.8,0.0,0,0.0,meters
2023-10-17,0.98,0.98,14.2,0.5,0,0.0,meters
2023-10-18,0.98,0.98,9.1,1.1,0,0.0,meters
2023-10-19,0.9,0.86,14.9,0.1,0,0.0,meters
2023-10-20,0.92,0.78,16.8,0.0,0,0.0,meters
2023-10-21,0.9,0.68,16.6,0.0,0,0.0,meters
2023-10-22,1.12,0.7,19.9,0.8,0,0.0,meters
2023-10-23,2.52,2.3,21.6,35.4,1,0.0,meters
2023-10-24,2.48,2.18,24.4,15.4,1,0.0,meters
2023-10-25,1.18,0.94,9.3,1.0,0,0.0,meters
2023-10-26,0.66,0.56,11.5,1.3,0,0.0,meters
2023-10-27,0.56,0.52,12.0,0.0,0,0.0,meters
2023-10-28,0.54,0.52,9.4,0.0,0,0.0,meters
2023-10-29,0.72,0.6,12.1,0.0,0,0.0,meters
2023-10-30,0.64,0.48,13.5,0.0,0,0.0,meters
2023-10-31,0.72,0.64,13.2,0.0,0,0.0,meters
2023-11-01,0.94,0.88,12.3,0.0,0,0.0,meters
2023-11-02,1.08,1.08,11.0,0.3,0,0.0,meters
2023-11-03,1.12,1.12,10.9,3.0,0,0.0,meters
2023-11-04,0.84,0.82,12.1,17.5,1,0.0,meters
2023-11-05,0.8,0.78,7.6,1.2,0,0.0,meters
2023-11-06,0.7,0.64,13.0,0.2,0,0.0,meters
2023-11-07,0.68,0.54,12.8,0.0,0,0.0,meters
2023-11-08,0.74,0.7,11.2,0.0,0,0.0,meters
2023-11-09,0.74,0.68,11.9,0.0,0,0.0,meters
2023-11-10,0.76,0.76,11.2,0.0,0,0.0,meters
2023-11-11,0.76,0.72,10.1,0.0,0,0.0,meters
2023-11-12,0.82,0.74,13.8,0.0,0,0.0,meters
2023-11-13,0.78,0.7,14.5,0.0,0,0.0,meters
2023-11-14,0.84,0.56,17.3,0.0,0,0.0,meters
2023-11-15,1.2,0.84,20.6,0.0,0,0.0,meters
2023-11-16,2.76,1.88,24.8,32.1,1,0.0,meters
2023-11-17,2.68,1.84,25.8,0.0,0,0.0,meters
2023-11-18,1.22,1.02,14.3,0.6,0,0.0,meters
2023-11-19,0.82,0.7,16.8,0.0,0,0.0,meters
2023-11-20,0.86,0.52,16.3,0.0,0,0.0,meters
2023-11-21,0.68,0.52,9.6,3.0,0,0.0,meters
2023-11-22,0.62,0.46,12.2,0.0,0,0.0,meters
2023-11-23,0.62,0.46,11.2,0.0,0,0.0,meters
2023-11-24,0.6,0.44,13.2,0.0,0,0.0,meters
2023-11-25,0.66,0.52,15.3,0.0,0,0.0,meters
2023-11-26,0.72,0.56,14.0,0.0,0,0.0,meters
2023-11-27,0.64,0.52,10.4,0.0,0,0.0,meters
2023-11-28,0.58,0.52,11.2,0.0,0,0.0,meters
2023-11-29,0.8,0.76,10.2,0.0,0,0.0,meters
2023-11-30,0.68,0.62,12.3,0.0,0,0.0,meters
2023-12-01,0.9,0.62,18.6,0.0,0,0.0,meters
2023-12-02,1.0,0.58,20.4,0.0,0,0.0,meters
2023-12-03,1.12,0.78,18.6,0.0,0,0.0,meters
2023-12-04,1.32,1.16,15.8,0.1,0,0.0,meters
2023-12-05,1.44,1.26,16.5,1.2,0,0.0,meters
2023-12-06,1.52,0.98,22.4,8.6,0,0.0,meters
2023-12-07,1.44,0.9,19.8,0.7,0,0.0,meters
2023-12-08,1.1,0.84,14.8,0.0,0,0.0,meters
2023-12-09,0.98,0.94,11.8,0.0,0,0.0,meters
2023-12-10,0.94,0.88,11.3,0.0,0,0.0,meters
2023-12-11,0.84,0.72,11.5,0.0,0,0.0,meters
2023-12-12,0.8,0.72,10.9,0.0,0,0.0,meters
2023-12-13,0.7,0.7,8.4,0.0,0,0.0,meters
2023-12-14,0.7,0.66,11.4,0.0,0,0.0,meters
2023-12-15,0.9,0.76,12.6,0.0,0,0.0,meters
2023-12-16,0.86,0.76,12.0,0.0,0,0.0,meters
2023-12-17,0.82,0.66,14.6,0.0,0,0.0,meters
2023-12-18,0.72,0.56,12.6,0.0,0,0.0,meters
2023-12-19,0.76,0.46,15.1,0.0,0,0.0,meters
2023-12-20,0.72,0.44,14.3,0.0,0,0.0,meters
2023-12-21,0.52,0.46,10.0,0.0,0,0.0,meters
2023-12-22,0.56,0.56,9.8,0.0,0,0.0,meters
2023-12-23,0.58,0.56,11.3,0.0,0,0.0,meters
2023-12-24,0.6,0.58,9.2,0.0,0,0.0,meters
2023-12-25,0.66,0.54,9.8,0.0,0,0.0,meters
2023-12-26,0.7,0.48,12.8,0.0,0,0.0,meters
2023-12-27,0.64,0.48,9.5,0.0,0,0.0,meters
2023-12-28,0.54,0.48,10.5,0.0,0,0.0,meters
2023-12-29,0.52,0.48,13.3,0.0,0,0.0,meters
2023-12-30,0.66,0.64,12.2,0.0,0,0.0,meters
2023-12-31,0.5,0.44,13.0,0.0,0,0.0,meters
2024-01-01,0.5,0.42,10.8,0.0,0,0.0,meters
2024-01-02,0.54,0.42,12.3,0.0,0,0.0,meters
2024-01-03,0.68,0.46,14.5,0.0,0,0.0,meters
2024-01-04,0.58,0.42,13.1,0.0,0,0.0,meters
2024-01-05,0.78,0.6,15.8,0.0,0,0.0,meters
2024-01-06,0.78,0.58,15.3,0.0,0,0.0,meters
2024-01-07,0.9,0.74,14.9,0.0,0,0.0,meters
2024-01-08,0.98,0.78,17.1,0.0,0,0.0,meters
2024-01-09,0.9,0.76,12.5,0.0,0,0.0,meters
2024-01-10,0.82,0.72,11.2,0.0,0,0.0,meters
2024-01-11,0.82,0.72,14.6,0.0,0,0.0,meters
2024-01-12,0.78,0.66,13.4,0.0,0,0.0,meters
2024-01-13,0.68,0.5,14.2,0.0,0,0.0,meters
2024-01-14,0.62,0.46,10.6,0.0,0,0.0,meters
2024-01-15,0.48,0.42,12.6,0.0,0,0.0,meters
2024-01-16,0.48,0.42,12.2,1.2,0,0.0,meters
2024-01-17,0.48,0.48,10.1,2.6,0,0.0,meters
2024-01-18,0.64,0.52,17.4,2.1,0,0.0,meters
2024-01-19,0.74,0.56,16.1,0.0,0,0.0,meters
2024-01-20,0.64,0.44,13.3,0.0,0,0.0,meters
2024-01-21,0.56,0.48,10.1,5.6,0,0.0,meters
2024-01-22,0.94,0.6,15.8,0.5,0,0.0,meters
2024-01-23,0.74,0.52,13.1,0.0,0,0.0,meters
2024-01-24,1.06,0.72,15.9,25.9,1,0.0,meters
2024-01-25,1.02,0.66,17.3,0.1,0,0.0,meters
2024-01-26,0.78,0.56,12.1,0.0,0,0.0,meters
2024-01-27,0.68,0.44,12.0,0.0,0,0.0,meters
2024-01-28,0.56,0.48,10.1,0.0,0,0.0,meters
2024-01-29,0.56,0.5,9.7,0.0,0,0.0,meters
2024-01-30,0.66,0.58,14.4,0.0,0,0.0,meters
2024-01-31,0.66,0.56,13.8,0.0,0,0.0,meters
2024-02-01,0.76,0.64,16.0,0.0,0,0.0,meters
2024-02-02,0.78,0.66,14.9,9.9,0,0.0,meters
2024-02-03,0.66,0.62,11.9,1.1,0,0.0,meters
2024-02-04,0.58,0.54,13.9,0.3,0,0.0,meters
2024-02-05,0.68,0.52,13.0,0.0,0,0.0,meters
2024-02-06,0.72,0.56,18.2,0.0,0,0.0,meters
2024-02-07,0.72,0.66,15.3,0.0,0,0.0,meters
2024-02-08,0.66,0.56,16.1,0.2,0,0.0,meters
2024-02-09,0.86,0.62,17.9,0.0,0,0.0,meters
2024-02-10,0.76,0.6,11.8,0.0,0,0.0,meters
2024-02-11,0.54,0.4,11.5,0.0,0,0.0,meters
2024-02-12,0.4,0.38,11.6,0.0,0,0.0,meters
2024-02-13,0.46,0.42,10.4,0.0,0,0.0,meters
2024-02-14,0.48,0.42,12.6,0.0,0,0.0,meters
2024-02-15,0.48,0.46,13.1,0.0,0,0.0,meters
2024-02-16,0.56,0.42,13.7,0.0,0,0.0,meters
2024-02-17,0.5,0.44,15.8,0.0,0,0.0,meters
2024-02-18,0.64,0.52,15.9,3.9,0,0.0,meters
2024-02-19,0.66,0.52,16.2,0.2,0,0.0,meters
2024-02-20,0.88,0.56,16.2,0.0,0,0.0,meters
2024-02-21,0.98,0.62,18.9,0.4,0,0.0,meters
2024-02-22,1.16,0.74,24.5,0.0,0,0.0,meters
2024-02-23,1.16,0.92,15.7,0.0,0,0.0,meters
2024-02-24,0.84,0.8,13.1,6.2,0,0.0,meters
2024-02-25,0.86,0.78,16.1,4.5,0,0.0,meters
2024-02-26,0.86,0.66,16.3,0.0,0,0.0,meters
2024-02-27,0.8,0.66,15.2,0.0,0,0.0,meters
2024-02-28,0.66,0.6,14.0,0.0,0,0.0,meters
2024-02-29,0.64,0.6,12.1,1.2,0,0.0,meters
2024-03-01,0.56,0.48,14.1,0.7,0,0.0,meters
2024-03-02,0.62,0.52,18.1,0.0,0,0.0,meters
2024-03-03,0.76,0.66,13.4,0.0,0,0.0,meters
2024-03-04,0.76,0.66,17.1,0.0,0,0.0,meters
2024-03-05,0.76,0.74,16.5,0.2,0,0.0,meters
2024-03-06,0.76,0.74,13.1,7.0,0,0.0,meters
2024-03-07,0.72,0.68,14.8,4.9,0,0.0,meters
2024-03-08,0.72,0.66,15.8,0.3,0,0.0,meters
2024-03-09,0.76,0.66,16.9,0.0,0,0.0,meters
2024-03-10,0.8,0.72,13.7,0.2,0,0.0,meters
2024-03-11,0.82,0.76,16.6,0.0,0,0.0,meters
2024-03-12,1.08,0.76,19.3,1.5,0,0.0,meters
2024-03-13,1.18,0.78,20.6,0.8,0,0.0,meters
2024-03-14,1.22,0.84,20.9,0.4,0,0.0,meters
2024-03-15,1.16,0.82,19.5,0.7,0,0.0,meters
2024-03-16,1.1,0.8,17.0,0.0,0,0.0,meters
2024-03-17,1.0,0.86,10.9,0.6,0,0.0,meters
2024-03-18,0.84,0.82,9.3,3.2,0,0.0,meters
2024-03-19,0.72,0.68,19.4,16.0,1,0.0,meters
2024-03-20,1.08,1.06,19.9,26.7,1,0.0,meters
2024-03-21,1.1,1.1,14.9,0.7,0,0.0,meters
2024-03-22,1.02,0.7,17.4,2.9,0,0.0,meters
2024-03-23,1.14,0.68,20.1,0.0,0,0.0,meters
2024-03-24,1.18,0.76,19.3,0.0,0,0.0,meters
2024-03-25,1.04,0.7,17.6,0.0,0,0.0,meters
2024-03-26,1.1,0.88,20.7,0.0,0,0.0,meters
2024-03-27,1.14,0.88,18.2,0.0,0,0.0,meters
2024-03-28,1.16,0.82,18.5,0.0,0,0.0,meters
2024-03-29,1.14,0.64,19.9,0.0,0,0.0,meters
2024-03-30,1.18,0.74,17.6,0.0,0,0.0,meters
2024-03-31,1.42,0.92,18.4,4.4,0,0.0,meters
2024-04-01,1.46,1.08,19.6,0.0,0,0.0,meters
2024-04-02,1.96,1.46,20.5,0.0,0,0.0,meters
2024-04-03,1.68,1.3,22.1,1.4,0,0.0,meters
2024-04-04,1.34,0.98,21.3,0.0,0,0.0,meters
2024-04-05,1.26,0.84,18.2,0.0,0,0.0,meters
2024-04-06,1.12,0.82,18.6,0.0,0,0.0,meters
2024-04-07,0.98,0.68,18.2,6.0,0,0.0,meters
2024-04-08,0.88,0.72,24.0,0.0,0,0.0,meters
2024-04-09,0.74,0.72,13.3,0.0,0,0.0,meters
2024-04-10,0.66,0.62,10.7,0.8,0,0.0,meters
2024-04-11,0.72,0.6,24.7,0.5,0,0.0,meters
2024-04-12,0.64,0.62,10.7,0.0,0,0.0,meters
2024-04-13,0.7,0.66,14.6,0.0,0,0.0,meters
2024-04-14,0.66,0.62,15.9,0.4,0,0.0,meters
2024-04-15,0.84,0.68,18.0,0.0,0,0.0,meters
2024-04-16,0.88,0.62,14.4,0.8,0,0.0,meters
2024-04-17,1.12,0.78,16.7,0.0,0,0.0,meters
2024-04-18,1.1,0.9,17.2,0.0,0,0.0,meters
2024-04-19,1.4,0.82,21.6,0.0,0,0.0,meters
2024-04-20,1.72,1.02,21.7,0.0,0,0.0,meters
2024-04-21,1.48,0.98,19.0,0.0,0,0.0,meters
2024-04-22,1.4,1.08,17.2,0.8,0,0.0,meters
2024-04-23,0.96,0.74,16.0,0.1,0,0.0,meters
2024-04-24,1.12,1.02,15.2,0.0,0,0.0,meters
2024-04-25,1.22,1.02,19.3,0.0,0,0.0,meters
2024-04-26,1.38,0.98,18.9,0.0,0,0.0,meters
2024-04-27,1.44,1.02,18.9,0.0,0,0.0,meters
2024-04-28,1.26,0.9,14.8,4.1,0,0.0,meters
2024-04-29,1.36,0.96,18.0,0.0,0,0.0,meters
2024-04-30,1.76,1.12,21.6,0.0,0,0.0,meters
2024-05-01,1.82,1.16,23.7,0.0,0,0.0,meters
2024-05-02,1.76,1.32,26.5,0.0,0,0.0,meters
2024-05-03,1.72,1.5,18.5,0.0,0,0.0,meters
2024-05-04,1.3,1.06,22.7,0.1,0,0.0,meters
2024-05-05,1.88,1.02,26.6,0.0,0,0.0,meters
2024-05-06,1.96,1.32,30.8,0.2,0,0.0,meters
2024-05-07,2.04,1.46,27.0,0.8,0,0.0,meters
2024-05-08,1.48,1.1,17.9,4.2,0,0.0,meters
2024-05-09,1.14,0.98,21.7,6.6,0,0.0,meters
2024-05-10,1.18,0.9,21.9,3.4,0,0.0,meters
2024-05-11,1.26,1.02,21.0,1.9,0,0.0,meters
2024-05-12,1.24,0.92,20.0,8.5,0,0.0,meters
2024-05-13,1.04,0.8,15.1,0.7,0,0.0,meters
2024-05-14,0.74,0.66,14.5,1.6,0,0.0,meters
2024-05-15,0.74,0.62,17.3,0.9,0,0.0,meters
2024-05-16,0.86,0.64,16.6,0.3,0,0.0,meters
2024-05-17,0.9,0.7,23.1,0.0,0,0.0,meters
2024-05-18,1.02,0.76,16.6,0.0,0,0.0,meters
2024-05-19,1.14,0.84,18.0,1.2,0,0.0,meters
2024-05-20,1.06,0.78,22.6,0.8,0,0.0,meters
2024-05-21,0.94,0.8,18.8,0.2,0,0.0,meters
2024-05-22,0.86,0.76,18.3,0.0,0,0.0,meters
2024-05-23,1.16,1.04,16.3,1.2,0,0.0,meters
2024-05-24,1.68,1.24,19.6,6.9,0,0.0,meters
2024-05-25,1.84,1.42,27.0,10.1,1,0.0,meters
2024-05-26,2.3,1.82,27.6,35.3,1,0.0,meters
2024-05-27,2.98,2.68,22.0,1.4,0,0.0,meters
2024-05-28,2.78,2.48,27.0,0.0,0,0.0,meters
2024-05-29,2.58,2.22,27.0,0.0,0,0.0,meters
2024-05-30,2.48,1.76,27.9,0.2,0,0.0,meters
2024-05-31,2.14,1.42,24.0,0.7,0,0.0,meters
2024-06-01,1.7,1.4,23.3,0.5,1,0.0,meters
2024-06-02,1.38,1.12,24.7,1.8,1,0.0,meters
2024-06-03,1.64,1.22,21.2,0.0,1,0.0,meters
2024-06-04,1.72,1.28,27.3,11.1,1,0.0,meters
2024-06-05,1.7,1.18,17.9,0.0,1,0.0,meters
2024-06-06,2.02,1.52,20.8,0.0,1,0.0,meters
2024-06-07,2.2,1.46,22.9,0.0,1,0.0,meters
2024-06-08,2.34,1.58,21.9,0.0,1,0.0,meters
2024-06-09,2.34,1.68,22.8,0.0,1,0.0,meters
2024-06-10,2.16,1.52,21.8,0.0,1,0.0,meters
2024-06-11,2.18,1.5,23.2,0.0,1,0.0,meters
2024-06-12,2.22,1.88,23.2,0.0,1,0.0,meters
2024-06-13,2.56,1.94,29.4,0.0,1,0.0,meters
2024-06-14,2.4,2.06,21.9,0.0,1,0.0,meters
2024-06-15,2.0,1.46,24.0,0.0,1,0.0,meters
2024-06-16,1.72,1.44,19.5,1.1,1,0.0,meters
2024-06-17,1.78,1.42,25.4,7.0,1,0.0,meters
2024-06-18,2.0,1.56,29.3,4.5,1,0.0,meters
2024-06-19,2.08,1.74,23.9,0.0,1,0.0,meters
2024-06-20,2.3,2.04,18.1,9.6,1,0.0,meters
2024-06-21,1.88,1.72,16.2,15.0,1,0.0,meters
2024-06-22,1.5,1.32,17.3,13.1,1,0.0,meters
2024-06-23,1.62,1.2,18.6,9.3,1,0.0,meters
2024-06-24,1.74,1.4,20.3,4.4,1,0.0,meters
2024-06-25,1.56,1.38,16.9,1.3,1,0.0,meters
2024-06-26,1.36,1.36,14.8,3.8,1,0.0,meters
2024-06-27,1.34,1.32,16.3,4.8,1,0.0,meters
2024-06-28,1.9,1.8,18.0,2.1,1,0.0,meters
2024-06-29,2.12,1.84,18.4,20.9,1,0.0,meters
2024-06-30,2.16,1.94,19.4,19.4,1,0.0,meters
2024-07-01,2.48,1.96,22.4,9.2,1,0.0,meters
2024-07-02,2.12,1.92,18.8,7.2,1,0.0,meters
2024-07-03,1.84,1.58,13.8,8.8,1,0.0,meters
2024-07-04,1.8,1.4,22.9,5.3,1,0.0,meters
2024-07-05,1.8,1.38,23.3,12.7,1,0.0,meters
2024-07-06,1.78,1.4,21.7,10.2,1,0.0,meters
2024-07-07,1.76,1.4,13.9,4.8,1,0.0,meters
2024-07-08,1.32,1.22,16.9,1.1,1,0.0,meters
2024-07-09,1.46,1.14,21.5,2.3,1,0.0,meters
2024-07-10,1.7,1.12,23.9,0.4,1,0.0,meters
2024-07-11,1.74,1.14,21.9,7.1,1,0.0,meters
2024-07-12,1.74,1.38,19.9,16.6,1,0.0,meters
2024-07-13,1.56,1.5,12.7,15.8,1,0.0,meters
2024-07-14,1.66,1.58,15.8,9.6,1,0.0,meters
2024-07-15,1.64,1.5,17.7,5.9,1,0.0,meters
2024-07-16,1.82,1.72,13.9,2.9,1,0.0,meters
2024-07-17,1.84,1.66,14.5,2.5,1,0.0,meters
2024-07-18,2.04,1.64,26.0,5.3,1,0.0,meters
2024-07-19,2.48,2.14,21.8,10.3,1,0.0,meters
2024-07-20,2.76,2.64,22.9,8.6,1,0.0,meters
2024-07-21,2.86,2.6,23.8,8.3,1,0.0,meters
2024-07-22,2.82,2.38,23.9,5.8,1,0.0,meters
2024-07-23,2.72,2.22,21.6,17.6,1,0.0,meters
2024-07-24,2.64,2.36,21.5,2.7,1,0.0,meters
2024-07-25,2.54,2.36,22.9,14.6,1,0.0,meters
2024-07-26,2.42,2.3,19.4,12.3,1,0.0,meters
2024-07-27,2.22,2.06,18.0,1.4,1,0.0,meters
2024-07-28,2.02,2.02,13.5,7.9,1,0.0,meters
2024-07-29,1.94,1.64,14.1,23.6,1,0.0,meters
2024-07-30,1.76,1.54,19.7,9.1,1,0.0,meters
2024-07-31,1.64,1.16,17.7,16.4,1,0.0,meters
2024-08-01,2.04,1.46,20.4,30.4,1,0.0,meters
2024-08-02,2.38,1.56,24.7,2.6,1,0.0,meters
2024-08-03,2.2,1.38,21.9,3.6,1,0.0,meters
2024-08-04,1.78,1.28,19.2,5.8,1,0.0,meters
2024-08-05,1.58,1.08,16.0,18.2,1,0.0,meters
2024-08-06,1.5,1.08,14.6,23.5,1,0.0,meters
2024-08-07,1.66,1.04,16.0,4.0,1,0.0,meters
2024-08-08,1.84,1.52,20.0,14.4,1,0.0,meters
2024-08-09,1.78,1.22,17.0,20.8,1,0.0,meters
2024-08-10,1.5,1.06,17.2,23.1,1,0.0,meters
2024-08-11,1.46,1.18,17.3,14.2,1,0.0,meters
2024-08-12,1.28,1.0,16.6,3.6,1,0.0,meters
2024-08-13,1.16,0.86,16.9,22.9,1,0.0,meters
2024-08-14,1.3,1.02,16.4,17.2,1,0.0,meters
2024-08-15,1.4,1.26,18.5,39.8,1,0.0,meters
2024-08-16,1.68,1.4,13.9,37.4,1,0.0,meters
2024-08-17,1.44,1.28,16.2,42.7,1,0.0,meters
2024-08-18,1.34,1.18,16.2,18.5,1,0.0,meters
2024-08-19,1.32,1.16,13.9,6.5,1,0.0,meters
2024-08-20,1.52,1.14,21.2,17.7,1,0.0,meters
2024-08-21,1.62,1.06,23.7,12.2,1,0.0,meters
2024-08-22,1.66,1.04,16.9,15.2,1,0.0,meters
2024-08-23,1.8,1.44,15.5,28.6,1,0.0,meters
2024-08-24,1.92,1.58,18.1,21.3,1,0.0,meters
2024-08-25,1.94,1.58,15.3,4.9,1,0.0,meters
2024-08-26,1.74,1.64,12.7,19.2,1,0.0,meters
2024-08-27,1.42,1.34,11.6,13.3,1,0.0,meters
2024-08-28,1.22,1.1,8.6,28.9,1,0.0,meters
2024-08-29,1.26,1.14,17.5,1.4,1,0.0,meters
2024-08-30,1.58,1.04,22.6,3.9,1,0.0,meters
2024-08-31,2.28,2.02,23.7,3.7,1,0.0,meters
2024-09-01,2.04,1.84,19.7,4.2,1,0.0,meters
2024-09-02,2.04,1.8,15.9,11.6,1,0.0,meters
2024-09-03,1.58,1.52,18.4,1.9,1,0.0,meters
2024-09-04,1.38,1.34,15.6,1.3,1,0.0,meters
2024-09-05,1.36,1.32,13.6,0.5,1,0.0,meters
2024-09-06,1.32,1.04,16.6,5.7,1,0.0,meters
2024-09-07,1.9,1.2,24.8,25.8,1,0.0,meters
2024-09-08,2.56,2.02,22.5,13.1,1,0.0,meters
2024-09-09,3.26,2.56,34.8,5.8,1,0.0,meters
2024-09-10,2.88,2.46,25.4,2.4,1,0.0,meters
2024-09-11,2.36,2.16,16.3,1.9,1,0.0,meters
2024-09-12,1.72,1.66,13.0,6.9,1,0.0,meters
2024-09-13,1.52,1.24,17.0,21.0,1,0.0,meters
2024-09-14,1.36,1.1,23.6,15.6,1,0.0,meters
2024-09-15,1.6,1.1,28.3,6.9,1,0.0,meters
2024-09-16,1.62,1.26,20.8,13.0,1,0.0,meters
2024-09-17,1.44,1.24,17.8,21.5,1,0.0,meters
2024-09-18,1.38,1.32,12.9,1.5,1,0.0,meters
2024-09-19,1.14,1.06,9.1,0.0,1,0.0,meters
2024-09-20,1.04,1.04,12.7,0.9,1,0.0,meters
2024-09-21,1.18,1.04,14.0,0.4,1,0.0,meters
2024-09-22,0.94,0.9,9.0,21.6,1,0.0,meters
2024-09-23,1.1,1.06,11.9,42.3,1,0.0,meters
2024-09-24,1.06,0.98,12.3,24.3,1,0.0,meters
2024-09-25,1.9,1.36,20.6,35.1,1,0.0,meters
2024-09-26,1.98,1.58,22.4,21.2,1,0.0,meters
2024-09-27,1.9,1.6,21.6,14.0,1,0.0,meters
2024-09-28,1.56,1.1,19.5,4.1,1,0.0,meters
2024-09-29,1.14,0.78,16.8,4.0,1,0.0,meters
2024-09-30,1.16,0.9,12.6,1.6,1,0.0,meters
2024-10-01,1.16,1.02,14.9,0.9,0,0.0,meters
2024-10-02,1.14,0.96,12.7,16.9,1,0.0,meters
2024-10-03,1.22,0.92,16.0,0.5,0,0.0,meters
2024-10-04,1.16,0.92,11.1,0.0,0,0.0,meters
2024-10-05,1.16,0.86,9.3,1.1,0,0.0,meters
2024-10-06,1.04,0.96,10.8,2.1,0,0.0,meters
2024-10-07,1.02,0.96,10.7,2.5,0,0.0,meters
2024-10-08,1.04,1.0,8.2,6.7,0,0.0,meters
2024-10-09,1.0,1.0,12.9,1.3,0,0.0,meters
2024-10-10,0.86,0.84,13.6,0.0,0,0.0,meters
2024-10-11,0.86,0.7,10.5,0.1,0,0.0,meters
2024-10-12,1.04,1.04,9.3,0.8,0,0.0,meters
2024-10-13,1.14,1.14,12.7,0.3,0,0.0,meters
2024-10-14,1.08,1.06,12.1,0.1,0,0.0,meters
2024-10-15,0.96,0.92,10.2,0.2,0,0.0,meters
2024-10-16,1.28,1.18,12.6,0.4,0,0.0,meters
2024-10-17,1.52,1.36,11.1,1.9,0,0.0,meters
2024-10-18,1.52,1.44,13.1,0.3,0,0.0,meters
2024-10-19,1.26,1.08,9.2,23.7,1,0.0,meters
2024-10-20,1.08,1.02,12.0,3.3,0,0.0,meters
2024-10-21,0.94,0.84,14.9,0.0,0,0.0,meters
